"QueryName","YearVal","MonthVal","Country","RecordCount","Division","Product","BillingType"
"03_InvoicedConsignments_YI","2025","6","CH","12","P","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CZ","1","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","BE","222","C","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","LU","887","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","SG","4","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","ES","217","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","NO","27","S","NFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","AE","86","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","SK","14449","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","CN","867","G","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","EE","15","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","ES","2","S","TPX","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","PH","1","S","OBC","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","SK","791","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","CH","43","G","412","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","NL","30","G","130","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","PT","2","FX","0102","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","FR","1679","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","KR","2","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","VN","155","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","IT","171718","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","GR","7136","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","EG","87","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NL","189","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CH","2","G","09N","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","DK","8346","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","RO","3","S","830","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","TR","52","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","RO","22","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NL","2583","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","KW","1","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","VN","11","D","24","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","TW","1","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","JO","31","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","DK","22","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","TH","163","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","BH","36","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AU","1","YA","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","NO","3","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","TR","13","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NL","1500","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","SI","2","G","48F","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","GB","490","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","TW","3","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","LU","1490","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","TR","52","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","IN","1","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","JO","7","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","TR","1872","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","AT","1","G","CBN","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","IE","4","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","JO","41","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","SA","4","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","NL","5","SD","ESPR","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","IL","1212","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AT","3","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","AU","16","YA","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","CY","87","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","IN","1","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","RO","59","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","PL","26551","S","DNE","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","BE","9280","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","CN","3498","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","ES","4239","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GR","6","S","23","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","SK","4","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","MY","78","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","PL","1978","D","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","NL","14018","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","BG","27","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","PL","72993","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","SK","3","FX","0102","Duty Billing"
"03_InvoicedConsignments_YI","2025","12","SG","1","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","EE","3","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","PL","3","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","ES","17","S","727","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CZ","327","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","SE","2","S","RFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ES","4","S","123","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","DK","48242","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","PT","184","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","SA","25","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","IN","2","S","87","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","LV","101","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","LU","22","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","CY","3","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","GB","2","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","IE","21","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","CZ","494","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","TR","95","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AT","6","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","DK","5","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AE","355","D","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","PT","4","FX","0103","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","NL","14","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","SE","135","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","LV","70","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AE","2982","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","IL","1042","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SA","20","G","101","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","LT","3","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ZA","158","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","TR","1929","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","ZA","2","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","HU","29","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","IE","9","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","BG","4963","FX","0401","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ID","16","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","FR","1","S","TC","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","IT","4","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","SK","2","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","BH","3","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","LU","25","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CN","111","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","KW","118","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","EE","642","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","PT","25127","FX","0101","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","TH","295","D","12","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BE","12","G","412","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","PT","1","S","23","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","JO","12","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","MY","295","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","PT","1183","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","GB","1","S","OBC","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","BH","6","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","KR","2","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GR","1","S","810","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","GB","77","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AT","1","S","728","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","SK","25","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","BE","3","G","99","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","VN","5","D","24","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NL","371","D","10","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","TH","1","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","SI","51","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","CZ","4","S","727","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","BE","30","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NO","1","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","IT","557","Z","103","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","FI","97","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","IT","1","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","PL","1058","D","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BH","49","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","BE","31","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NL","141","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BE","7","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","NL","12","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","KW","8","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","FI","8","S","PAK","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","NL","140","SD","1SPS","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","ES","545","D","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","NL","1","S","728","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","NL","2261","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","LU","6","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ES","337","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","TR","29","G","48F","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","BH","167","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","PT","415","D","09","Freight Billing"
"03_InvoicedConsignments_YI","2025","12","MY","11","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","DK","4","D","09","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","CH","3","S","23","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ZA","37","D","48","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","KR","50","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","4","SK","340","FX","0106","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BG","307","FX","8601","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AT","1","G","09N","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","CZ","44","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SA","599","D","48","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AE","276","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","CH","14","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GR","74","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","IE","1","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","NZ","1","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","PL","5","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","GB","42","S","830","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","ID","17","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","BG","9","FX","0102","Duty Billing"
"03_InvoicedConsignments_YI","2025","4","FI","5","D","12","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","BG","59","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","GB","38","S","830","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","AE","913","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","NA","1","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","SK","29","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","RO","55","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","NL","117","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","IT","1","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","RO","3","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","JP","86","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","LT","2","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","ZA","201","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","IE","7","S","24","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","EG","4","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","GB","4","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TH","194","D","48","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","LT","1366","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","CH","1","G","130","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","BE","1","G","99","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","PT","73","FX","8601","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","GR","1","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","CZ","24","D","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CN","3","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CY","1","FX","7001","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TH","19","S","728","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","IN","160","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","DK","12","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","FI","11","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","IE","1","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","JO","44","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","HU","11","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","RO","182","D","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TW","29","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","IT","52","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","TW","8","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","NO","21","S","727","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CY","65","FX","0106","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","PL","128925","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","TR","15344","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","GR","12035","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","MT","560","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","SI","84","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","TH","125","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","SI","1","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","HK","5","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","SK","1281","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","FI","229","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","TW","16","S","800","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","GR","6","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","TR","69","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ID","12","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NO","22","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ES","1","G","48F","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","IE","100","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","GB","31","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","BT","3","Z","103","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","UA","12","FX","0401","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","HU","107","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","PL","94062","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ZA","76","D","48","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","IN","3","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","BT","118","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","PL","2324","G","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","SK","1","W","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","DK","4264","S","DNE","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","SE","28","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","SE","3","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","JO","3","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","ES","413","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","AE","7","Z","103","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","SA","1","FX","0101","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","KW","352","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","BR","2","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","CZ","133","Z","102","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","CZ","18","D","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","DK","1","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","LU","18","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","GR","10718","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","ZA","48","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GR","17","D","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","PL","2802","D","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","GB","1145","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","CZ","1","W","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","AE","137","D","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","ES","1779","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","EE","1563","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","CY","1","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","HU","68","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","TR","6","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","BE","2094","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CH","5","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","LU","18","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","ES","3629","C","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","MY","132","S","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","FR","73","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","ES","4","G","102","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","HU","43","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","TW","31","S","800","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","PL","72841","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","SK","16","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","AT","129","Z","102","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","AE","531","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","BG","6","FX","7001","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ID","2","G","15D","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","CN","1","S","BRO","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","BG","582","FX","8601","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CZ","53","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","HU","11","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","TH","121","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","NL","2415","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","GB","1","C","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","IE","2751","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","NA","1","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","EG","87","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","MY","1","S","24","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","LU","19","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","GR","246","S","800","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","GR","18","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","RO","138","D","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","KR","412","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","SG","3563","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","SK","524","D","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","FR","80","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","HU","25031","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","SI","967","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","IE","4","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","PL","17","S","830","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SE","1","S","RFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NL","326","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","AE","1","S","23","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","IT","134505","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","SK","151","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","BE","147084","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","NL","111","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CH","34","S","25","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","BE","5","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","NO","1","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","ZA","3","Z","102","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","NL","72","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","MY","34","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","EE","323","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","NO","4180","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","LV","2","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","SK","147","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SE","262","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","AT","1","S","728","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","MT","1","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","KW","10","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","TM","11","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SE","3","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","GB","2","S","1EN","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","IN","2","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","BE","372","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","MY","65","S","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","BG","4","YA","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NO","1","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","IL","55","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","FR","18","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","HU","90","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","AT","501","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","GR","4565","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","LU","7","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","SK","29","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","ES","5","S","RFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","NL","3","D","09","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","CH","1","S","RFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","AT","8","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","VN","4","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","NL","1450","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","4","TR","3662","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","NL","1","G","15D","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","PL","1382","D","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CY","52","FX","0103","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","CN","2597","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","PL","19124","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","ZA","10","D","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CZ","27","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","SE","8730","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","TH","17","S","103","Freight Billing"
